deduplication_key,pl_row,CSV title,type,administrative_unit,content_type,data_classifications,emory_ark,emory_rights_statements,holding_repository,institution,other_identifiers,rights_statement,system_of_record_ID,visibility,conference_name,contributors,copyright_date,creator,date_created,date_digitized,date_issued,edition,extent,content_genres,local_call_number,place_of_production,primary_language,publisher,series_title,subject_geo,subject_names,subject_topics,table_of_contents,title,uniform_title,fileset_label,preservation_master_file,service_file,intermediate_file,transcript_file,extracted,pcdm_use
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF for volume,/Yearbooks/Emory/lsdi2/ftp/000011743488/PDF/000011743488.pdf,,,,,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS File,/Yearbooks/Emory/lsdi2/ftp/000011743488/METS/000011743488.mets.xml,,,,,Supplemental Content
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000001.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000001.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000001.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000002.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000002.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000002.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000003.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000003.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000003.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000004.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000004.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000004.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000005.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000005.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000005.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000006.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000006.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000006.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000007.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000007.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000007.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000008.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000008.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000008.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000009.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000009.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000009.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000010.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000010.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000010.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000011.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000011.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000011.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000012.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000012.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000012.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000013.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000013.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000013.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000014.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000014.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000014.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000015.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000015.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000015.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 16,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000016.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000016.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000016.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 17,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000017.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000017.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000017.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 18,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000018.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000018.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000018.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 19,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000019.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000019.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000019.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 20,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000020.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000020.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000020.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 21,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000021.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000021.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000021.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 22,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000022.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000022.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000022.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 23,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000023.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000023.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000023.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 24,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000024.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000024.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000024.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 25,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000025.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000025.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000025.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 26,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000026.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000026.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000026.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 27,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000027.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000027.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000027.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 28,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000028.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000028.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000028.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 29,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000029.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000029.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000029.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 30,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000030.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000030.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000030.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 31,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000031.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000031.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000031.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 32,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000032.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000032.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000032.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 33,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000033.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000033.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000033.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 34,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000034.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000034.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000034.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 35,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000035.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000035.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000035.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 36,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000036.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000036.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000036.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 37,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000037.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000037.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000037.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 38,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000038.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000038.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000038.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 39,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000039.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000039.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000039.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 40,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000040.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000040.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000040.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 41,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000041.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000041.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000041.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 42,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000042.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000042.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000042.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 43,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000043.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000043.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000043.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 44,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000044.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000044.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000044.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 45,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000045.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000045.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000045.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 46,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000046.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000046.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000046.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 47,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000047.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000047.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000047.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 48,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000048.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000048.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000048.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 49,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000049.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000049.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000049.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 50,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000050.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000050.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000050.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 51,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000051.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000051.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000051.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 52,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000052.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000052.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000052.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 53,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000053.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000053.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000053.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 54,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000054.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000054.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000054.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 55,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000055.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000055.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000055.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 56,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000056.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000056.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000056.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 57,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000057.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000057.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000057.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 58,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000058.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000058.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000058.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 59,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000059.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000059.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000059.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 60,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000060.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000060.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000060.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 61,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000061.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000061.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000061.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 62,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000062.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000062.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000062.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 63,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000063.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000063.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000063.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 64,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000064.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000064.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000064.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 65,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000065.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000065.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000065.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 66,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000066.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000066.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000066.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 67,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000067.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000067.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000067.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 68,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000068.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000068.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000068.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 69,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000069.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000069.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000069.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 70,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000070.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000070.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000070.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 71,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000071.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000071.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000071.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 72,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000072.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000072.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000072.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 73,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000073.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000073.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000073.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 74,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000074.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000074.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000074.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 75,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000075.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000075.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000075.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 76,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000076.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000076.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000076.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 77,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000077.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000077.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000077.xml,
bcfw1,5,The campus,fileset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 78,/Yearbooks/Emory/lsdi2/ftp/000011743488/TIFF/00000078.tif,,,/Yearbooks/Emory/lsdi2/ftp/000011743488/OCR/00000078.txt,/Yearbooks/Emory/lsdi2/ftp/000011743488/ALTO/00000078.xml,
